상품명,URL,요약정보,여행도시,리뷰_평균점수,식사,가성비,가이드,숙소,일정,이동수단,상품명_리뷰수, 10대 이하,20대,30대,40대,50대,60대 이상 ,가족여행,나혼자,단체여행,친구들과,커플
[베스트셀러][관광2일+자유2일] 초특급 리츠칼튼 <오션뷰> 하와이 6일,https://www.modetour.com/package/94608383,"4박6일,아시아나 항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유2일] 초특급 알로힐라니 <파셜오션뷰> 하와이 6일,https://www.modetour.com/package/94608381,"4박6일,아시아나 항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유2일] 초특급 프린스 와이키키 <오션프론트 하버뷰> 하와이 6일,https://www.modetour.com/package/94608382,"4박6일,아시아나 항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유2일] 초특급 하얏트 리젠시 와이키키 <시티뷰> 하와이 6일,https://www.modetour.com/package/94608377,"4박6일,아시아나 항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유2일] 특급 트윈핀 (구.애스톤와이키키비치) <파셜오션뷰> 하와이 6일,https://www.modetour.com/package/87432342,"4박6일,대한항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,5,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2
[베스트셀러][관광2일+자유2일] 특급 힐튼 가든 인 <시티뷰> 하와이 6일,https://www.modetour.com/package/94608316,"4박6일,아시아나 항공직항,쇼핑 1회,가이드 경비$60,선택관광있음,자유일정포함",호놀룰루,4.724,4,2,14,6,8,2,50,0,2,8,4,12,4,12,2,0,6,10
[베스트셀러][관광2일+자유3일] 일급 홀리데이 인 익스프레스 <시티뷰> 하와이 7일,https://www.modetour.com/package/94608964,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.724,4,2,14,6,8,2,50,0,2,8,4,12,4,12,2,0,6,10
[베스트셀러][관광2일+자유3일] 준특급 더블트리 바이 힐튼 <시티마운틴뷰> 하와이 7일,https://www.modetour.com/package/94609092,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유3일] 초특급 리츠칼튼 <오션뷰> 하와이 7일,https://www.modetour.com/package/94609105,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유3일] 초특급 알로힐라니 <파셜오션뷰> 하와이 7일,https://www.modetour.com/package/94609101,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유3일] 초특급 프린스 와이키키 <오션프론트 하버뷰> 하와이 7일,https://www.modetour.com/package/94609103,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.7,4,2,12,6,8,2,46,0,2,8,2,10,4,12,2,0,6,6
[베스트셀러][관광2일+자유3일] 특급 트윈핀 (구.애스톤와이키키비치) <파셜오션뷰> 하와이 7일,https://www.modetour.com/package/94608961,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,5,0,0,2,0,0,0,4,0,0,0,2,2,0,0,0,0,0,4
[베스트셀러][관광2일+자유3일] 특급 힐튼 가든 인 <시티뷰> 하와이 7일,https://www.modetour.com/package/94608962,"5박7일,아시아나 항공직항,쇼핑 1회,가이드 경비$70,선택관광있음,자유일정포함",호놀룰루,4.724,4,2,14,6,8,2,50,0,2,8,4,12,4,12,2,0,6,10
[베스트초이스][101전망대] 대만/단수이 4일(5성호텔/야류/지우펀/스펀/특식4회),https://www.modetour.com/package/90370535,"3박4일,티웨이 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","단수이, 기륭, 타이페이",4.9,0,0,8,0,2,1,13,0,2,0,4,4,3,11,0,0,2,0
[베스트초이스][101전망대] 대만/단수이 5일(5성호텔/야류/지우펀/스펀/특식4회),https://www.modetour.com/package/89768260,"3박5일,진에어직항,쇼핑 2회,가이드 경비$40,선택관광있음","타이페이, 기륭, 단수이, 타이페이, 단수이, 기륭",4.619402985,8,6,92,4,24,9,201,0,8,20,58,68,35,119,0,6,52,12
[베이직/101빌딩포함] 타이페이/단수이 4일(쇼핑2회/시외4성급/야류/지우펀/스펀),https://www.modetour.com/package/90371024,"3박4일,티웨이 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","기륭, 단수이, 타이페이",4.9,0,0,8,0,2,1,13,0,2,0,4,4,3,11,0,0,2,0
[베이직/101빌딩포함] 타이페이/단수이 5일(쇼핑2회/시외4성급/고궁/야류/지우펀/스펀),https://www.modetour.com/package/90372157,"3박5일,이스타항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","타이페이, 기륭, 단수이",4.9,0,0,8,0,2,1,13,0,2,0,4,4,3,11,0,0,2,0
[베이터우 온천마을][노쇼핑/노옵션/노팁] 대만/예류/스펀/지우펀 5일(5성호텔+5대특식+3대간식),https://www.modetour.com/package/89763994,"3박5일,진에어직항,쇼핑 없음,가이드 경비없음,선택관광없음","기륭, 타이페이",4.7,2,0,6,2,2,0,12,0,0,0,0,4,8,2,0,0,10,0
[베이터우 온천호텔1박/101전망대/특식4회]대만/단수이/야류/지우펀/스펀 4일,https://www.modetour.com/package/88331162,"3박4일,중화 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","기륭, 단수이, 타이페이, 기륭, 타이페이, 단수이",4.7,112,20,1080,146,298,86,1898,2,88,200,364,538,330,894,38,62,384,144
[베트남사파★힐링트래킹] 하노이+사파 3박5일,https://www.modetour.com/package/87654790,"3박5일,아시아나 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","사파, 하노이",4.5,3,0,33,9,12,3,47,0,0,0,5,6,31,17,0,0,25,0
[비즈니스석 탑승] 서유럽 2국 9일(프랑스/영국) <전일정4성호텔/오르세+루브르박물관/몽생미셸/코츠월드>,https://www.modetour.com/package/93650344,"7박9일,아시아나 항공직항,쇼핑 3회,가이드 경비EUR90,선택관광있음,인솔자동행,자유일정포함","런던, 루앙, 몽생미셸, 파리, 코츠월드, 오베르, 옥스포드, 지베르니, 옹플뢰르, 에트르타, 캉",5,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
[비즈니스석 탑승] 스위스 일주 9일<노쇼핑/노옵션/노팁/융프라우/마테호른/리기산/관광열차(1등석)/오베르니고성 와이너리>,https://www.modetour.com/package/93966309,"7박9일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,인솔자동행,자유일정포함","루체른, 마티니, 취리히, 로이커바드, 인터라켄, 베른, 샤프하우젠, 몽트뢰, 융프라우, 체르마트, 하이델베르크, 브베, 뇌샤텔, 그뤼에르, 바젤, 카를스루에, 로잔",5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
[비즈니스좌석]서부 지중해(이태리/프랑스/스페인) 코스타크루즈 11박13일 <발코니UP>,https://www.modetour.com/package/94774582,"11박13일,아시아나 항공직항,쇼핑 없음,가이드 경비EUR77,선택관광있음,자유일정포함","사보나, 마르세유, 바르셀로나, 팔레르모, 로마, 오르비에또, 티볼리, 크루즈",1,0,0,0,0,0,0,1,,,,,,,,,,,
[비즈니스탑승/VIP 리무진버스/노팁/노쇼핑] 미동부 캐나다 11일 <나이아가라폭포뷰2연박/올드퀘벡숙박2연박/뉴욕/보스턴>,https://www.modetour.com/package/92887917,"8박11일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함","보스턴, 퀘벡, 토론토, 나이아가라, 버팔로, 워싱턴 DC, 뉴욕, 킹스턴, 뉴와크",3.8,0,0,0,0,0,0,16,0,0,0,0,8,2,8,0,2,0,0
[비지니스탑승][아침출발]괌 두짓타니 클럽오션프론트 4박5일<마린크루즈/레이트체크아웃포함>,https://www.modetour.com/package/93731289,"4박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,자유일정포함",괌,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
[비지니스탑승][아침출발]괌 두짓타니 클럽오션프론트 4박5일<마린크루즈>,https://www.modetour.com/package/92234501,"4박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,자유일정포함",괌,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
[비지니스탑승][저녁출발]괌 두짓타니 클럽오션프론트룸 3박5일<마린크루즈/레이트체크아웃포함>,https://www.modetour.com/package/95654079,"3박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,자유일정포함",괌,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
[빈원더스/사파리+패스트트랙+야경투어+케이블카+특식5회] 푸꾸옥 패키지 3박5일 [모벤픽리조트/쇼핑1회],https://www.modetour.com/package/89888627,"3박5일,제주항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,4.8,0,0,15,0,5,0,27,0,0,5,9,9,4,14,0,0,4,9
[빈원더스/사파리+패스트트랙+야경투어+케이블카+특식5회] 푸꾸옥 패키지 3박5일 [빈펄리조트/쇼핑1회],https://www.modetour.com/package/89393729,"3박5일,제주항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,4.8,0,0,12,0,4,0,24,0,0,4,8,8,4,12,0,0,4,8
[빈원더스/사파리+패스트트랙+야경투어+케이블카+특식5회] 푸꾸옥 패키지 3박5일 [쉐라톤/쇼핑1회],https://www.modetour.com/package/90924571,"3박5일,제주항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,4.8,0,0,12,0,4,0,24,0,0,4,8,8,4,12,0,0,4,8
[빈원더스_사파리][노팁/쇼핑1회] 푸꾸옥 5일 (멜리아빈펄/3대야경투어+혼똔섬케이블카/특식5회/패스트트랙),https://www.modetour.com/package/89787699,"3박5일,비엣젯 항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,5,1,0,3,1,1,0,6,0,0,0,3,2,1,2,0,0,4,0
[빈원더스_사파리][노팁/쇼핑1회] 푸꾸옥 5일 (빈펄리조트/3대야경투어+혼똔섬케이블카/특식5회/패스트트랙),https://www.modetour.com/package/89787909,"3박5일,비엣젯 항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,5,1,0,3,1,1,0,6,0,0,0,3,2,1,2,0,0,4,0
[빈원더스_사파리][노팁/쇼핑1회] 푸꾸옥 5일 (빈펄원더월드/3대야경투어+혼똔섬케이블카/특식5회/패스트트랙),https://www.modetour.com/package/89788225,"3박5일,비엣젯 항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,5,1,0,3,1,1,0,6,0,0,0,3,2,1,2,0,0,4,0
[빈원더스_사파리][노팁/쇼핑1회] 푸꾸옥 5일 (쉐라톤롱비치/3대야경투어+혼똔섬케이블카/특식5회/패스트트랙),https://www.modetour.com/package/89787470,"3박5일,비엣젯 항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함",푸꾸옥,5,1,0,3,1,1,0,6,0,0,0,3,2,1,2,0,0,4,0
[사막지프투어] 호치민/무이네 5일 (4성급호텔/와인캐슬/발마사지/반나절자유포함),https://www.modetour.com/package/91990851,"3박5일,베트남 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함","호치민, 판티엣",4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
[사막지프투어] 호치민/무이네 5일 (5성급호텔/와인캐슬/발마사지/반나절자유포함),https://www.modetour.com/package/91990889,"3박5일,베트남 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함","호치민, 판티엣",4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
[사막체험/게르3인실무료] 엘승타사르해+테를지 4박6일 (4성호텔2박+VIP게르1박+전통게르1박),https://www.modetour.com/package/92107739,"4박6일,제주항공직항,쇼핑 없음,가이드 경비$50,선택관광있음","바얀고비, 테를지, 엘승타사르하이, 울란바토르",4.5,4,1,43,8,13,12,130,0,12,19,9,33,22,29,5,5,43,13
[사막체험]테를지 엘승타사르해 6일 (4성호텔2박+VIP게르1박+전통게르1박),https://www.modetour.com/package/90288383,"4박6일,티웨이 항공직항,쇼핑 없음,가이드 경비$50,선택관광있음","바얀고비, 울란바토르, 테를지, 대구",4.3,2,0,9,2,2,0,23,0,2,4,2,3,7,7,0,2,7,2
[살짝설렜어특가+자유일정] 코타키나발루 준특급호텔 5일(호핑투어포함),https://www.modetour.com/package/92755106,"3박5일,에어부산직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.8,4,6,65,10,17,5,123,0,1,4,10,7,1,13,1,1,3,5
[살짝설렜어특가]코타키나발루 준특급 3박5일,https://www.modetour.com/package/95500807,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.7,16,0,93,26,40,12,217,0,10,20,48,26,8,68,0,4,20,20
[삼색여행UPgrade] 상해/소주/항주+일본거리 4일 (준5성/일식뷔페/하이디라오),https://www.modetour.com/package/90005211,"3박4일,대한항공직항,쇼핑 1회,가이드 경비$40,선택관광있음","소주, 항주, 상해",4.8,0,1,20,5,8,4,37,0,3,1,2,2,4,3,1,1,5,2
[상하이호캉스/팁포함] 상해/주가각 + W호텔 4일 (W호텔더번드1박/뱃놀이/디즈니스토어),https://www.modetour.com/package/90004011,"3박4일,대한항공직항,쇼핑 1회,가이드 경비없음,선택관광있음,자유일정포함","상해, 주가각",5,0,0,3,0,1,1,5,0,0,0,1,4,0,1,0,3,1,0
[새상품][돌고래왓칭+보트탑승+온천욕] 타이페이/귀산도/단수이/고궁 4일,https://www.modetour.com/package/93790307,"3박4일,에어부산직항,쇼핑 2회,가이드 경비$40,선택관광있음","자오시, 단수이, 타이페이",4.7,6,1,57,7,18,5,98,0,4,10,31,30,16,50,2,12,22,5
[색다른북경+명산기행] 북경/백석산/백리협+고북수진/사마대장성 5일 (준5성/케이블카/발마사지),https://www.modetour.com/package/96600086,"3박5일,대한항공직항,쇼핑 2회,가이드 경비$50,선택관광있음",북경,4.9,1,0,22,5,8,5,48,0,0,3,0,6,4,4,1,2,5,1
[색다른북경/노옵션] 북경/고북수진+사마대장성 4일 (준5성/전신마사지/서커스),https://www.modetour.com/package/94129010,"2박4일,제주항공직항,쇼핑 2회,가이드 경비$30,선택관광없음",북경,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
[색다른북경/노옵션] 북경/고북수진+사마대장성 5일 (준5성/특식/금면왕조),https://www.modetour.com/package/92978826,"4박5일,제주항공직항,쇼핑 2회,가이드 경비$50,선택관광없음",북경,5,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
[색다른북경] 북경/고북수진+사마대장성 4일 (준5성/쇼핑2회/특식),https://www.modetour.com/package/90672331,"3박4일,중국국제항공직항,쇼핑 2회,가이드 경비$40,선택관광있음",북경,4.9,1,0,22,5,8,5,48,0,0,3,0,6,4,4,1,2,5,1
[선셋타운+그랜드월드+어촌마을+바구니배/자유일정포함]푸꾸옥 NEW세미팩 3박5일 [소나가-디럭스씨뷰],https://www.modetour.com/package/94870343,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함",푸꾸옥,4.9,12,0,36,32,20,0,108,0,8,20,36,24,4,64,4,0,12,8
[선셋타운+그랜드월드+어촌마을+바구니배/자유일정포함]푸꾸옥 NEW세미팩 3박5일 [풀만-디럭스가든룸],https://www.modetour.com/package/94870345,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함",푸꾸옥,4.9,12,0,36,32,20,0,108,0,8,20,36,24,4,64,4,0,12,8
[선셋타운+그랜드월드+어촌마을+바구니배/자유일정포함]푸꾸옥 NEW세미팩 4박6일 [소나가-디럭스씨뷰],https://www.modetour.com/package/94870383,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함",푸꾸옥,4.9,3,0,9,8,5,0,27,0,2,5,9,6,1,16,1,0,3,2
[선셋타운+그랜드월드+어촌마을+바구니배/자유일정포함]푸꾸옥 NEW세미팩 4박6일 [풀만-디럭스가든룸],https://www.modetour.com/package/94870385,"4박6일,비엣젯 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함",푸꾸옥,4.9,3,0,9,8,5,0,27,0,2,5,9,6,1,16,1,0,3,2
[선착순초특가] 대만 2박 4일 (4성급/야류/지우펀/스펀),https://www.modetour.com/package/96168361,"2박4일,티웨이 항공직항,쇼핑 1회,가이드 경비$30,선택관광있음","타이페이, 기륭",4.7,1,0,11,0,2,0,20,1,1,1,7,3,4,11,0,2,2,2
[선착순특가][$55상당특전] 세부 솔레아 프리미어씨티뷰 3박5일 [리조트디너1회/워터파크],https://www.modetour.com/package/95541870,"3박5일,제주항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",세부,4.567581047,32,20,184,56,62,12,401,0,22,33,75,60,22,112,4,14,48,34
[선착순특가][호핑+발마사지] 코타키나발루 넥서스(오션파노라마) 3박5일,https://www.modetour.com/package/86883837,"3박5일,티웨이 항공직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함",코타키나발루,4.4,16,10,135,39,48,7,240,0,18,32,58,65,23,107,4,3,34,47
[선착순한정특가][나이트투어+자유일정] 보라카이 파라다이스 가든 디럭스 3박4일,https://www.modetour.com/package/95443674,"3박4일,티웨이 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음,자유일정포함",보라카이,4.5,4,0,46,14,12,2,77,1,2,15,18,27,7,37,3,2,7,19
[선착순한정특가][나이트투어+자유일정] 보라카이 헤난 가든 디럭스 3박4일,https://www.modetour.com/package/95443633,"3박4일,티웨이 항공직항,쇼핑 1회,가이드 경비$40,선택관광있음,자유일정포함",보라카이,4.5,2,0,23,7,6,1,43,1,1,9,10,14,4,21,2,1,4,10
